Building IRN,Building Name,District IRN,District Name,County,Region,Open/Closed Status as of 9/12/2017,School Type,Student Group,Read 3rd Grade 2016-2017 % Proficient or above,Math 3rd Grade 2016-2017 % Proficient or above,Read 4th Grade 2016-2017 % Proficient or above,Math 4th Grade 2016-2017 % Proficient or above,Social Studies 4th Grade 2016-2017 % Proficient or above,Read 5th Grade 2016-2017 % Proficient or above,Math 5th Grade 2016-2017 % Proficient or above,Science 5th Grade 2016-2017 % Proficient or above,Read 6th Grade 2016-2017 % Proficient or above,Math 6th Grade 2016-2017 % Proficient or above,Social Studies 6th Grade 2016-2017 % Proficient or above,Read 7th Grade 2016-2017 % Proficient or above,Math 7th Grade 2016-2017 % Proficient or above,Read 8th Grade 2016-2017 % Proficient or above,Math 8th Grade 2016-2017 % Proficient or above,Science 8th Grade 2016-2017 % Proficient or above,History End of Course 2016-2017 % Proficient or Above,Government End of Course 2016-2017 % Proficient or Above,Physical Science End of Course 2016-2017 % Proficient or Above,English Language Arts I End of Course 2016-2017 % Proficient or Above,English Language Arts II End of Course 2016-2017 % Proficient or Above,Algebra I End of Course 2016-2017 % Proficient or Above,Geometry End of Course 2016-2017 % Proficient or Above,Integrated Math I End of Course 2016-2017 % Proficient or Above,Integrated Math II End of Course 2016-2017 % Proficient or Above,Biology End of Course 2016-2017 % Proficient or Above,Attendance rate 2016-2017,4-Year Longitudinal Graduation Rate - Class of 2016,5-Year Longitudinal Graduation Rate - Class of 2015,Enrollment,% of Total Enrollment,Watermark
125344,Darby Creek Elementary School,047019,Hilliard City,Franklin,Region 11,Open,Elementary School,NonDisadvantaged,94.1,>95.0,81.3,91.1,82.5,82.9,83.3,78.0,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,407,90.4,
125351,Felicity-Franklin Local Middle School,046334,Felicity-Franklin Local,Clermont,Region 13,Open,Middle School,Disadvantaged,NC,NC,NC,NC,NC,68.2,79.5,77.3,55.1,42.9,40.8,41.9,54.8,17.2,60.7,46.7,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,93.8,NC,NC,166,59.3,
125351,Felicity-Franklin Local Middle School,046334,Felicity-Franklin Local,Clermont,Region 13,Open,Middle School,NonDisadvantaged,NC,NC,NC,NC,NC,88.5,88.5,84.6,80.0,72.0,80.0,78.8,78.8,61.5,85.7,69.2,NC,NC,NC,NC,NC,>95.0,NC,NC,NC,NC,>95.0,NC,NC,113,40.4,
125567,Sylvania Timberstone Junior High School,044875,Sylvania Schools,Lucas,Region 1,Open,Junior High School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,55.9,47.1,64.7,50.0,65.6,67.6,71.9,88.2,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,109,19.3,
125567,Sylvania Timberstone Junior High School,044875,Sylvania Schools,Lucas,Region 1,Open,Junior High School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,81.7,75.3,87.6,86.5,82.4,71.7,80.9,90.8,NC,NC,NC,NC,NC,>95.0,NC,NC,NC,NC,>95.0,NC,NC,454,80.5,
125765,Locust Corner Elementary School,045559,New Richmond Exempted Village,Clermont,Region 13,Open,Elementary School,Disadvantaged,65.0,50.0,63.6,72.7,>95.0,68.4,63.2,84.2,52.6,42.1,57.9,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,94.1,NC,NC,141,29.9,
125765,Locust Corner Elementary School,045559,New Richmond Exempted Village,Clermont,Region 13,Open,Elementary School,NonDisadvantaged,89.5,84.2,74.4,88.4,>95.0,84.6,92.3,92.3,88.6,86.4,88.6,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,331,70.1,
125773,Portsmouth West Elementary School,049650,Washington-Nile Local,Scioto,Region 15,Open,Elementary School,Disadvantaged,41.3,50.0,36.9,46.2,61.5,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,94.0,NC,NC,385,62.1,
125773,Portsmouth West Elementary School,049650,Washington-Nile Local,Scioto,Region 15,Open,Elementary School,NonDisadvantaged,76.3,84.2,76.7,65.1,81.4,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,235,37.9,
125781,Portsmouth West Middle School,049650,Washington-Nile Local,Scioto,Region 15,Open,Middle School,Disadvantaged,NC,NC,NC,NC,NC,55.0,45.0,65.0,60.0,32.3,56.9,52.1,43.8,54.1,73.0,58.1,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,94.0,NC,NC,277,57.3,
125781,Portsmouth West Middle School,049650,Washington-Nile Local,Scioto,Region 15,Open,Middle School,NonDisadvantaged,NC,NC,NC,NC,NC,56.8,52.3,63.6,85.1,63.8,89.4,77.1,78.7,76.4,94.6,74.5,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,95.0,NC,NC,206,42.7,
125823,Celina Intermediate Elementary School,043729,Celina City,Mercer,Region 6,Open,Elementary School,Disadvantaged,NC,NC,NC,NC,NC,50.5,59.1,67.7,41.9,66.7,63.2,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,192,50.0,
125823,Celina Intermediate Elementary School,043729,Celina City,Mercer,Region 6,Open,Elementary School,NonDisadvantaged,NC,NC,NC,NC,NC,87.6,86.5,93.3,66.7,78.8,74.7,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,192,50.0,
125955,Kinsner Elementary School,044842,Strongsville City,Cuyahoga,Region 3,Open,Elementary School,Disadvantaged,62.5,81.3,63.6,81.8,72.7,80.0,75.0,85.0,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,85,17.0,
125955,Kinsner Elementary School,044842,Strongsville City,Cuyahoga,Region 3,Open,Elementary School,NonDisadvantaged,93.8,>95.0,82.9,94.2,92.8,91.1,87.8,90.0,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,415,82.8,
126193,Mason Intermediate Elementary School,050450,Mason City,Warren,Region 13,Open,Elementary School,Disadvantaged,NC,NC,63.5,85.7,87.3,81.3,73.8,82.5,68.2,69.2,73.8,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,239,9.8,
126193,Mason Intermediate Elementary School,050450,Mason City,Warren,Region 13,Open,Elementary School,NonDisadvantaged,NC,NC,88.5,>95.0,>95.0,92.3,92.9,93.1,92.0,93.5,>95.0,NC,>95.0,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,2195,90.2,
126359,Avon Middle School,048116,Avon Local,Lorain,Region 2,Open,Middle School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,68.8,62.5,79.2,63.4,70.0,28.9,56.8,60.5,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,93.8,NC,NC,133,11.9,
126359,Avon Middle School,048116,Avon Local,Lorain,Region 2,Open,Middle School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,90.5,91.1,>95.0,92.7,90.3,89.6,90.1,>95.0,NC,NC,NC,NC,NC,>95.0,>95.0,NC,NC,NC,>95.0,NC,NC,981,88.1,
127639,Bluffton Middle School,045211,Bluffton Exempted Village,Allen,Region 6,Open,Middle School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,61.9,85.7,66.7,75.0,56.3,75.0,71.4,87.5,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,94.2,NC,NC,56,21.3,
127639,Bluffton Middle School,045211,Bluffton Exempted Village,Allen,Region 6,Open,Middle School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,82.2,86.3,87.7,78.1,79.7,81.4,92.2,94.3,NC,NC,NC,NC,NC,>95.0,NC,NC,NC,NC,>95.0,NC,NC,207,78.7,
132225,Scioto Ridge Elementary School,046763,Olentangy Local,Delaware,Region 11,Open,Elementary School,Disadvantaged,NC,NC,NC,NC,NC,70.0,60.0,60.0,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,34,7.1,
132225,Scioto Ridge Elementary School,046763,Olentangy Local,Delaware,Region 11,Open,Elementary School,NonDisadvantaged,>95.0,>95.0,94.7,>95.0,>95.0,>95.0,>95.0,94.6,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,447,92.9,
132233,Arrowhead Elementary School,046763,Olentangy Local,Delaware,Region 11,Open,Elementary School,Disadvantaged,50.0,62.5,75.0,66.7,66.7,72.7,27.3,54.5,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,93.9,NC,NC,87,16.4,
132233,Arrowhead Elementary School,046763,Olentangy Local,Delaware,Region 11,Open,Elementary School,NonDisadvantaged,89.9,87.0,83.5,91.1,84.8,93.8,>95.0,>95.0,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,443,83.6,
132258,Union Local Middle School,046011,Union Local,Belmont,Region 12,Open,Middle School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,60.5,50.0,73.7,70.5,34.1,43.8,20.0,53.1,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,92.8,NC,NC,138,39.1,
132258,Union Local Middle School,046011,Union Local,Belmont,Region 12,Open,Middle School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,76.1,47.9,84.5,74.2,64.5,57.5,36.4,63.5,NC,NC,NC,NC,NC,84.2,NC,NC,NC,NC,>95.0,NC,NC,215,60.9,
132266,Union Local Elementary School,046011,Union Local,Belmont,Region 12,Open,Elementary School,Disadvantaged,61.7,57.4,61.1,52.8,88.9,48.8,44.2,58.1,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,94.5,NC,NC,313,43.1,
132266,Union Local Elementary School,046011,Union Local,Belmont,Region 12,Open,Elementary School,NonDisadvantaged,82.5,88.7,63.5,76.2,>95.0,77.4,69.4,69.4,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,415,57.1,
132746,Summit Acdy Comm Schl for Alternative Learners of Middletown,132746,Summit Acdy Comm Schl for Alternative Learners of Middletown,Butler,Region 13,Open,Elementary School,Disadvantaged,53.8,46.2,50.0,44.4,50.0,38.5,15.4,53.8,35.3,41.2,29.4,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,93.0,NC,NC,90,>95.0,
132746,Summit Acdy Comm Schl for Alternative Learners of Middletown,132746,Summit Acdy Comm Schl for Alternative Learners of Middletown,Butler,Region 13,Open,Elementary School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,
132761,Summit Academy Community School Alternative Learners -Xenia,132761,Summit Academy Community School Alternative Learners -Xenia,Greene,Region 10,Open,Elementary School,Disadvantaged,36.4,45.5,NC,NC,NC,NC,NC,NC,9.1,18.2,9.1,NC,30.0,27.3,36.4,45.5,NC,NC,NC,33.3,NC,26.7,NC,NC,NC,NC,89.1,NC,NC,101,64.7,
132761,Summit Academy Community School Alternative Learners -Xenia,132761,Summit Academy Community School Alternative Learners -Xenia,Greene,Region 10,Open,Elementary School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,15.4,30.8,30.8,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,94.1,NC,NC,55,35.3,
132779,Summit Academy Akron Middle School,132779,Summit Academy Akron Middle School,Summit,Region 8,Open,Middle School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,30.0,33.3,23.8,53.8,53.8,10.0,25.0,25.0,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,92.4,NC,NC,58,>95.0,
132779,Summit Academy Akron Middle School,132779,Summit Academy Akron Middle School,Summit,Region 8,Open,Middle School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,
132944,Miami Valley Academies,132944,Miami Valley Academies,Montgomery,Region 10,Open,Middle School,Disadvantaged,NC,NC,8.3,33.3,25.0,NC,NC,NC,NC,NC,NC,60.0,53.3,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,88.7,NC,NC,90,90.0,
132944,Miami Valley Academies,132944,Miami Valley Academies,Montgomery,Region 10,Open,Middle School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,10,10.0,
132951,Constellation Schools: Lorain Community Elementary,132951,Constellation Schools: Lorain Community Elementary,Lorain,Region 2,Open,Elementary School,Disadvantaged,67.3,74.5,64.3,81.0,92.9,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,93.8,NC,NC,202,>95.0,
132951,Constellation Schools: Lorain Community Elementary,132951,Constellation Schools: Lorain Community Elementary,Lorain,Region 2,Open,Elementary School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,
132969,Constellation Schools: Elyria Community,132969,Constellation Schools: Elyria Community,Lorain,Region 2,Open,Middle School,Disadvantaged,82.0,56.0,71.9,71.9,78.1,64.9,48.6,64.9,75.0,75.0,62.5,66.7,41.7,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,94.2,NC,NC,297,58.5,
132969,Constellation Schools: Elyria Community,132969,Constellation Schools: Elyria Community,Lorain,Region 2,Open,Middle School,NonDisadvantaged,80.8,80.8,71.0,83.9,80.6,85.7,71.4,85.7,71.4,>95.0,85.7,50.0,40.0,56.3,60.0,87.5,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,211,41.5,
132993,Constellation Schools: Westpark Community Elementary,132993,Constellation Schools: Westpark Community Elementary,Cuyahoga,Region 3,Open,Elementary School,Disadvantaged,87.8,92.7,77.5,95.0,>95.0,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,94.3,NC,NC,193,63.5,
132993,Constellation Schools: Westpark Community Elementary,132993,Constellation Schools: Westpark Community Elementary,Cuyahoga,Region 3,Open,Elementary School,NonDisadvantaged,85.2,>95.0,73.3,>95.0,>95.0,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,111,36.5,
133215,"Intergenerational School, The",043786,Cleveland Municipal,Cuyahoga,Region 3,Open,Elementary School,Disadvantaged,50.0,64.3,66.7,71.4,>95.0,55.6,33.3,22.2,NC,NC,NC,83.3,25.0,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,151,62.7,
133215,"Intergenerational School, The",043786,Cleveland Municipal,Cuyahoga,Region 3,Open,Elementary School,NonDisadvantaged,92.3,92.3,NC,NC,NC,NC,NC,NC,72.7,72.7,81.8,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,90,37.3,
133256,Constellation Schools: Parma Community,133256,Constellation Schools: Parma Community,Cuyahoga,Region 3,Open,High School,Disadvantaged,83.0,74.5,46.8,63.8,68.1,50.0,60.0,45.0,40.5,37.8,56.8,43.9,31.7,30.3,26.7,45.5,84.2,57.1,NC,59.7,54.2,24.7,NC,NC,NC,64.9,92.7,84.4,92.9,595,45.3,
133256,Constellation Schools: Parma Community,133256,Constellation Schools: Parma Community,Cuyahoga,Region 3,Open,High School,NonDisadvantaged,83.7,91.8,58.8,74.5,90.2,61.8,69.1,63.6,59.2,51.0,73.5,71.1,66.7,57.1,53.3,79.6,84.2,72.5,NC,65.7,60.2,53.6,7.1,NC,NC,74.2,94.9,84.8,>95.0,719,54.7,
133280,Washington Park Community School,133280,Washington Park Community School,Cuyahoga,Region 3,Open,Elementary School,Disadvantaged,33.3,33.3,35.3,35.3,41.2,17.6,17.6,17.6,35.3,5.9,23.5,17.6,17.6,14.3,28.6,21.4,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,90.2,NC,NC,181,89.2,
133280,Washington Park Community School,133280,Washington Park Community School,Cuyahoga,Region 3,Open,Elementary School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,92.7,NC,NC,22,10.8,
133306,Summit Academy Community School for Alternative Learn-Canton,133306,Summit Academy Community School for Alternative Learn-Canton,Stark,Region 9,Open,Elementary School,Disadvantaged,22.2,22.2,11.1,11.1,27.8,46.2,38.5,38.5,33.3,25.0,25.0,0.0,0.0,31.6,22.2,27.8,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,91.7,NC,NC,144,92.9,
133306,Summit Academy Community School for Alternative Learn-Canton,133306,Summit Academy Community School for Alternative Learn-Canton,Stark,Region 9,Open,Elementary School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,10,6.5,
133322,Summit Academy Community School Alternative Learners-Lorain,133322,Summit Academy Community School Alternative Learners-Lorain,Lorain,Region 2,Open,Elementary School,Disadvantaged,33.3,52.9,37.9,29.0,48.4,47.1,41.2,47.1,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,91.3,NC,NC,122,>95.0,
133322,Summit Academy Community School Alternative Learners-Lorain,133322,Summit Academy Community School Alternative Learners-Lorain,Lorain,Region 2,Open,Elementary School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,
133330,T.C.P. World Academy,133330,T.C.P. World Academy,Hamilton,Region 13,Open,Elementary School,Disadvantaged,91.7,85.4,72.9,60.4,66.7,84.8,71.7,67.4,68.6,57.1,60.0,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,94.8,NC,NC,363,74.1,
133330,T.C.P. World Academy,133330,T.C.P. World Academy,Hamilton,Region 13,Open,Elementary School,NonDisadvantaged,82.4,82.4,87.5,56.3,68.8,92.3,76.9,69.2,70.6,70.6,64.7,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,127,25.9,
133348,Richard Allen Preparatory,133348,Richard Allen Preparatory,Montgomery,Region 10,Open,Elementary School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,94.9,NC,NC,112,>95.0,
133348,Richard Allen Preparatory,133348,Richard Allen Preparatory,Montgomery,Region 10,Open,Elementary School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,
133413,Electronic Classroom Of Tomorrow,133413,Electronic Classroom Of Tomorrow,Franklin,Region 11,Open,High School,Disadvantaged,32.1,16.3,28.8,16.7,36.5,36.1,13.1,27.6,25.9,11.5,26.2,29.7,18.8,19.6,15.4,33.5,44.9,53.1,NC,35.7,30.4,11.2,11.6,NC,NC,28.6,>95.0,36.5,42.6,11099,77.4,
133413,Electronic Classroom Of Tomorrow,133413,Electronic Classroom Of Tomorrow,Franklin,Region 11,Open,High School,NonDisadvantaged,42.5,22.5,36.4,20.5,43.5,51.7,23.3,38.3,48.0,22.4,44.0,48.3,24.2,34.5,24.1,43.9,54.6,67.0,NC,44.8,41.0,19.1,14.4,NC,NC,37.8,94.0,47.6,52.2,3247,22.6,
133421,"Graham School, The",133421,"Graham School, The",Franklin,Region 11,Open,High School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,35.7,35.7,NC,31.7,29.2,12.5,8.7,NC,NC,30.6,88.0,76.7,74.1,137,53.9,
133421,"Graham School, The",133421,"Graham School, The",Franklin,Region 11,Open,High School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,44.0,63.2,NC,57.5,33.3,30.0,15.2,NC,NC,36.4,92.9,75.8,77.4,117,46.1,
133439,Cornerstone Academy Community School,133439,Cornerstone Academy Community School,Franklin,Region 11,Open,Elementary School,Disadvantaged,66.7,60.4,80.9,78.7,89.4,79.2,75.0,54.2,56.7,50.0,66.7,66.7,42.9,80.0,65.0,65.0,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,362,52.7,
133439,Cornerstone Academy Community School,133439,Cornerstone Academy Community School,Franklin,Region 11,Open,Elementary School,NonDisadvantaged,86.0,>95.0,76.3,76.3,84.2,81.3,65.6,46.9,81.3,56.3,75.0,70.0,50.0,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,324,47.2,
133454,Dayton Leadership Academies-Dayton View Campus,133454,Dayton Leadership Academies-Dayton View Campus,Montgomery,Region 10,Open,Elementary School,Disadvantaged,24.4,14.6,14.7,8.8,2.9,12.5,3.1,3.1,37.9,17.2,20.7,14.3,2.4,26.7,30.0,16.7,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,93.1,NC,NC,232,>95.0,
133454,Dayton Leadership Academies-Dayton View Campus,133454,Dayton Leadership Academies-Dayton View Campus,Montgomery,Region 10,Open,Elementary School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,
133504,Phoenix Community Learning Ctr,133504,Phoenix Community Learning Ctr,Hamilton,Region 13,Open,Elementary School,Disadvantaged,36.2,23.4,23.2,16.9,16.9,35.9,7.1,39.5,13.2,10.8,18.4,22.0,17.5,19.2,11.5,19.2,37.0,NC,NC,37.0,NC,7.4,NC,NC,NC,NC,89.1,NC,NC,469,>95.0,
133504,Phoenix Community Learning Ctr,133504,Phoenix Community Learning Ctr,Hamilton,Region 13,Open,Elementary School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,
133512,Cincinnati College Preparatory Academy,133512,Cincinnati College Preparatory Academy,Hamilton,Region 13,Open,High School,Disadvantaged,33.3,63.2,42.0,56.8,71.6,46.4,13.1,27.4,30.9,33.3,38.3,37.7,30.4,25.4,32.8,23.9,76.2,87.5,NC,44.0,24.0,12.1,3.5,NC,NC,43.2,94.4,67.7,89.4,954,>95.0,
133512,Cincinnati College Preparatory Academy,133512,Cincinnati College Preparatory Academy,Hamilton,Region 13,Open,High School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,
133520,Citizens Academy,043786,Cleveland Municipal,Cuyahoga,Region 3,Open,Elementary School,Disadvantaged,55.6,72.2,45.9,70.3,67.6,56.5,39.1,42.0,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,93.6,NC,NC,427,>95.0,
133520,Citizens Academy,043786,Cleveland Municipal,Cuyahoga,Region 3,Open,Elementary School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,
133538,"Edge Academy, The",133538,"Edge Academy, The",Summit,Region 8,Open,Elementary School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,91.9,NC,NC,66,26.4,
133538,"Edge Academy, The",133538,"Edge Academy, The",Summit,Region 8,Open,Elementary School,NonDisadvantaged,54.3,45.7,40.6,22.6,35.5,34.4,56.3,34.4,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,92.7,NC,NC,184,73.6,
133561,Millennium Community School,133561,Millennium Community School,Franklin,Region 11,Open,Elementary School,Disadvantaged,29.2,43.1,23.7,27.1,30.5,50.0,14.3,40.5,28.9,24.4,24.4,31.0,16.7,20.0,20.0,25.7,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,93.2,NC,NC,520,89.3,
133561,Millennium Community School,133561,Millennium Community School,Franklin,Region 11,Open,Elementary School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,94.9,NC,NC,62,10.7,
133587,Summit Academy Akron Elementary School,133587,Summit Academy Akron Elementary School,Summit,Region 8,Open,Elementary School,Disadvantaged,41.7,33.3,26.3,47.4,36.8,69.6,52.2,52.2,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,92.1,NC,NC,125,>95.0,
133587,Summit Academy Akron Elementary School,133587,Summit Academy Akron Elementary School,Summit,Region 8,Open,Elementary School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,
133603,World of Wonder PreK-6 School,043844,Dayton City,Montgomery,Region 10,Open,Elementary School,Disadvantaged,26.1,40.4,17.1,20.0,17.1,18.4,8.1,2.6,20.0,11.1,2.9,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,91.9,NC,NC,316,>95.0,
133603,World of Wonder PreK-6 School,043844,Dayton City,Montgomery,Region 10,Open,Elementary School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,
133629,Horizon Science Acad Cleveland,133629,Horizon Science Acad Cleveland,Cuyahoga,Region 3,Open,High School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,51.1,54.6,NC,49.5,30.0,14.3,4.4,NC,NC,35.4,93.3,83.7,>95.0,382,83.6,
